This file was created by CMPT_BEME_RETS using the 202309 CRSP database.,,,,,,,,,,,,,,,,,,,
193901,-5.85,-6.6,-7.85,-8.61,-6.31,-7.92,-7.78,-7.2,-9.32,-5.82,-6.8,-7.17,-8.67,-7.61,-7.94,-7.18,-7.23,-10.33,-8.29
193902,-3.83,3.49,4.27,5.38,2.83,4.91,4.01,3.84,6.28,3.8,1.86,4.82,4.99,4.23,3.79,4.06,3.62,5.81,6.77
193903,-19.15,-13.63,-17.28,-21.29,-13.2,-15.89,-17.06,-18.97,-21.85,-10.56,-15.84,-14.47,-17.28,-17.09,-17.04,-17.73,-20.19,-21.92,-21.79
193904,-4.33,-0.25,-0.23,1.19,-0.11,-0.45,-0.33,0.01,1.86,-0.11,-0.11,-0.54,-0.36,0.02,-0.69,0.12,-0.11,4.54,-0.89
193905,4.22,8.35,8.74,8.66,8.06,9.03,9.02,8.1,8.77,7.11,9.01,8.92,9.13,8.3,9.74,7.75,8.43,9.07,8.47
193906,-13.23,-6.42,-8.2,-11.18,-6.38,-6.93,-8.46,-9.53,-11.53,-5.16,-7.61,-6.49,-7.36,-7.98,-8.95,-8.54,-10.49,-11.59,-11.47
193907,4.68,13.79,13.72,13.71,13.3,14.98,13.94,12.19,14.27,11.06,15.56,14.78,15.18,14.74,13.13,11.82,12.57,14.65,13.89
193908,-16.7,-10.23,-10.38,-11.09,-9.62,-10.96,-11.02,-10.25,-10.88,-8.69,-10.57,-11.45,-10.47,-11.98,-10.04,-9.01,-11.5,-12.09,-9.68
193909,126.43,23.14,32.86,66.5,22.36,25.49,34.89,34.87,82.68,24.4,20.3,24.69,26.3,36.85,32.91,35.36,34.38,49.52,116.32
193910,-17.51,2.07,-0.41,-3.62,2.09,1.21,-0.62,-0.06,-5.81,2.48,1.7,2.02,0.41,-1.02,-0.21,-0.81,0.7,-1.84,-9.9
193911,-15.52,-5.09,-6.75,-13.32,-4.78,-6.24,-7.17,-7.42,-15.54,-4.78,-4.79,-5.7,-6.77,-7.61,-6.72,-5.89,-8.96,-10.81,-20.49
193912,-21.14,3.55,2.29,-0.76,4.36,2.3,2.93,0.39,-1.2,4.49,4.23,1.95,2.65,3.92,1.93,0.67,0.11,1.16,-3.67
194001,11.23,-2.01,-1.81,-2.71,-1.6,-1.92,-2.38,-2.24,-2.55,-1.29,-1.92,-2.81,-1.02,-1.95,-2.82,-1.48,-3.02,-2.28,-2.83
194002,-7.51,2.04,3.25,4.33,1.37,3.57,3.37,3.18,4.56,0.69,2.06,3.38,3.76,3.1,3.65,2.49,3.88,5.61,3.45
194003,11.95,3.07,1.84,2.92,3.82,2.23,1.27,2.57,2.77,3.84,3.8,1.57,2.89,2.69,-0.18,1.94,3.21,3.26,2.25
194004,-14,0.5,1.22,3.03,0.47,0.35,1.17,1.76,4.01,1.48,-0.55,0.55,0.14,1.34,1,2.39,1.12,5.78,2.13
194005,-15.28,-25.66,-26.01,-30.12,-25.2,-25.72,-27.13,-25.89,-31.8,-23.83,-26.59,-26.58,-24.86,-26.33,-27.95,-24.94,-26.86,-31.26,-32.37
194006,0.99,5.95,6.48,7.67,5.76,6.03,7.34,5.54,8.78,4.25,7.28,6.35,5.71,7.07,7.62,5.55,5.54,8.15,9.44
194007,11.43,4.09,3.92,2.93,4.11,4.35,3.42,3.51,2.99,3.79,4.42,4.06,4.63,4.3,2.55,4.2,2.81,3.98,2
194008,-8.27,1.62,3.24,2.01,1.73,2.43,3.76,2.43,1.56,1.2,2.27,1.39,3.45,2.78,4.74,1.96,2.89,1.38,1.74
194009,2.66,4.31,3.97,3.81,4.2,4.58,3.97,4.04,3.3,4.11,4.29,4.52,4.64,4.88,3.07,3.28,4.82,3.55,3.05
194010,0.78,2.94,6.2,5.33,2.78,4.33,5.53,6.79,5.4,2.24,3.32,3.28,5.37,5.56,5.51,8.36,5.2,8.41,2.42
194011,-3.75,-0.45,0.37,0.19,-1,0.29,0.97,0.83,-0.76,-1.27,-0.73,0.65,-0.06,0.57,1.36,-0.38,2.07,2.82,-4.3
194012,-19.56,-0.3,-1.27,-3.17,0.01,-1.23,-1.83,-0.33,-4.38,0.63,-0.6,-0.95,-1.51,-1.36,-2.29,0.07,-0.75,-1.47,-7.34
194101,58.19,-4.4,-2.88,3.56,-4.75,-3.93,-2.51,-1.46,5.64,-5.08,-4.41,-3.7,-4.16,-2.63,-2.38,-2.33,-0.56,-0.16,11.52
194102,11.26,-2.27,-1.54,-2.47,-2.16,-2.06,-1.23,-2.75,-1.97,-2.38,-1.93,-2.5,-1.63,-1.23,-1.24,-2.05,-3.46,-1.38,-2.56
194103,10.5,0.16,0.76,3.16,0.37,-0.01,1.04,1.23,3.85,0.34,0.39,-0.26,0.25,1.11,0.98,0.7,1.78,2.58,5.15
194104,-13.54,-6.96,-5.59,-3.8,-6.44,-7.17,-5.56,-4.66,-3.49,-5.97,-6.91,-8.01,-6.35,-5.76,-5.37,-4.88,-4.43,-5.09,-1.86
194105,2.19,1.54,1.23,0.84,1.66,1.18,1.1,1.64,0.45,1.97,1.34,1.31,1.05,1.02,1.18,1.68,1.6,1.13,-0.23
194106,-6.07,5.48,6.51,8.27,5.18,6.19,5.92,7.13,9.24,5.15,5.21,6.08,6.29,5.56,6.27,7.89,6.35,10.64,7.81
194107,23.11,7.95,10.71,21.43,8.05,8.85,10.25,13.25,25.1,7.97,8.13,7.75,9.94,9.05,11.47,12.41,14.09,18.59,31.62
194108,-4.01,-0.39,-1.02,-0.33,-0.1,-0.92,-0.97,-1.21,0.08,0.09,-0.29,-0.96,-0.89,-0.88,-1.06,-1.26,-1.15,1.23,-1.08
194109,-9.2,-1.53,-1.87,-2.57,-1.39,-1.58,-2.33,-1.39,-3.19,-1.91,-0.88,-1.79,-1.36,-2.24,-2.42,-1.46,-1.33,-1.64,-4.73
194110,-20.28,-5.7,-6.17,-6.16,-5.95,-5.65,-5.8,-5.7,-7.04,-5.82,-6.08,-5.21,-6.09,-5.8,-5.8,-7,-4.4,-5.71,-8.38
194111,-2.8,-1.92,-3.55,-4.17,-1.5,-2.69,-4.09,-2.47,-5.47,-1.86,-1.14,-2.75,-2.62,-3.64,-4.55,-3.36,-1.58,-3.77,-7.17
194112,-2.78,-5.3,-6.91,-12.68,-4.83,-6.07,-7.26,-8.59,-14.01,-3.71,-5.94,-6.22,-5.93,-6.52,-8.01,-7.17,-10.01,-12.01,-16.02
194201,125.04,3.15,9.78,23.68,2.01,5.82,9.9,12.39,29.68,-0.14,4.13,5.43,6.21,9.28,10.53,13.12,11.66,15.84,43.53
194202,29.43,-2.25,-1.33,-1.61,-2.23,-2.15,-1.44,-1.07,-1.57,-3.35,-1.12,-2.3,-2,-1.69,-1.19,-0.45,-1.69,-1.08,-2.06
194203,-18.13,-4.87,-4.81,-5.32,-4.98,-3.95,-6.16,-4.18,-5.61,-5.53,-4.43,-4.65,-3.25,-6.33,-5.99,-3.64,-4.73,-6.01,-5.21
194204,-2.83,-5.36,-4.45,-3.96,-5.35,-5.25,-4.12,-4.66,-3.52,-4.68,-6.02,-5.38,-5.12,-4.39,-3.85,-4.46,-4.85,-2.64,-4.39
194205,-5.75,3.8,3.45,1.17,4.16,3.98,2.97,2.71,0.53,4.45,3.88,3.07,4.9,3.01,2.92,2.97,2.45,2.02,-0.96
194206,-6.67,3.34,1.53,3.1,3.94,2.73,1.08,2.18,2.8,5.1,2.79,2.15,3.31,0.99,1.18,0.65,3.72,2.55,3.05
194207,10.35,4.12,4.33,5.7,3.78,4.29,4.58,3.79,6.94,3.13,4.44,4.81,3.77,4.38,4.78,4.38,3.21,5.52,8.33
194208,11.49,2.38,2.26,3.46,2.46,2.58,2.14,2.3,3.79,1.62,3.31,2.22,2.96,2.19,2.08,1.79,2.79,2.76,4.8
194209,34.21,2.67,3.3,8.15,2.54,3.02,3.01,4.61,9.64,2.34,2.75,2.93,3.11,2.98,3.05,4.08,5.14,3.88,15.33
194210,7.44,6.77,8.34,13.53,6.96,6.42,9.06,10.84,13.85,5.48,8.45,6.41,6.43,7.72,10.41,8.75,12.89,12.8,14.88
194211,-8.51,0.15,-0.55,-4.03,0.32,0.53,-1.06,-2.18,-4.52,1.04,-0.41,-0.18,1.26,-0.21,-1.91,-1.32,-3.03,-1.12,-7.88
194212,-14.15,4.7,4.16,1.54,4.84,4.11,4.33,3.39,1.02,5.8,3.86,4.43,3.78,5.19,3.46,4.2,2.59,1.46,0.57
194301,49.72,8.17,12.77,28.03,7.79,9.95,12.85,15.68,33.56,6.87,8.72,8.93,11,11.89,13.81,14.38,16.96,23.59,43.54
194302,177.63,6.82,9.13,20.57,6.16,8.03,8.61,11.69,24.85,4.59,7.74,8.14,7.92,8.38,8.85,11.36,12.02,16.29,33.4
194303,-30.18,7.81,10.6,15.74,7.82,7.8,11.38,12.56,16.95,6.53,9.13,7.78,7.82,10.96,11.79,11.76,13.34,17.22,16.67
194304,6.48,-0.28,2.61,8.15,0.02,1.04,1.35,4.18,10.43,-0.19,0.23,-0.87,3.03,1.31,1.4,4.77,3.59,8.86,12.01
194305,13.67,5.13,7.05,12.53,4.71,6.26,7.79,7.64,14.16,3.66,5.79,5.96,6.57,7.07,8.5,6,9.26,12.15,16.17
194306,-12.23,1.61,1.61,0.85,1.15,2.5,1,2.06,0.19,0.45,1.88,2.5,2.51,0.52,1.49,1.97,2.16,1.97,-1.59
194307,0.62,-4.84,-6.23,-7.92,-5.1,-4.84,-5.62,-7.05,-8.98,-4.54,-5.67,-4.32,-5.37,-5.22,-6.01,-8.31,-5.81,-6.86,-11.07
194308,-11.44,0.84,0.69,-0.45,1.11,0.76,0.37,0.75,-1.05,1.4,0.81,0.3,1.23,0.63,0.12,0.77,0.73,1.36,-3.42
194309,1.85,2.38,3.43,5.08,2.41,2.73,3.62,3.36,5.94,1.68,3.14,2.34,3.13,3.11,4.12,3.34,3.38,5.6,6.26
194310,-23.79,-1.09,-0.23,0.53,-1.6,-0.51,-0.29,2.11,-0.99,-1.45,-1.76,-0.05,-0.98,-0.18,-0.4,0.64,3.58,-1.1,-0.88
194311,-21.16,-6.85,-7.83,-12.29,-7.07,-6.69,-7.54,-8.78,-14.28,-6.34,-7.81,-6.4,-6.98,-6.92,-8.15,-9.27,-8.28,-11.36,-17.16
194312,-9.66,7.31,9.68,12.78,7.19,7.64,10.01,11.06,13.6,6.33,8.06,7.56,7.72,9.09,10.92,10.99,11.14,12.27,14.93
194401,30.39,2.91,3.85,6.45,2.68,3.46,3.48,4.33,7.79,2.16,3.22,3.37,3.54,3.13,3.83,4.91,3.76,6.66,8.93
194402,-7.08,0.62,0.75,3.43,0.89,0.53,0.7,0.71,4.76,0.21,1.59,0.06,0.98,1.15,0.25,0.64,0.77,3.76,5.78
194403,12.52,2.24,3.94,6.47,1.88,3.28,3.83,4.51,7.46,1.53,2.25,2.97,3.59,3.31,4.34,4.51,4.52,6.51,8.43
194404,-10.33,-2.2,-2.77,-3.76,-2.18,-2.35,-3.16,-2.73,-4.07,-1.97,-2.39,-2.24,-2.45,-3.26,-3.05,-2.3,-3.15,-2.41,-5.75
194405,-3.57,5.12,7.34,7.42,4.91,6.1,7.58,6.94,7.98,4.83,4.98,5.55,6.63,6.62,8.53,7.58,6.32,8.78,7.17
194406,49.15,8.03,10.25,13.01,7.31,9.92,8.91,11.7,14.27,7.18,7.44,9.49,10.36,9.26,8.56,12.89,10.53,12.56,16.03
194407,0,-0.66,-1.37,-1.24,-0.66,-1.31,-1.18,-1.08,-1.35,-0.89,-0.44,-0.65,-1.97,-2.21,-0.15,-1.15,-1.01,-2.84,0.17
194408,-20,2.63,3.7,2.53,2.43,3.34,3.55,3.77,2.05,2,2.87,3.03,3.64,3.61,3.49,4.05,3.49,3.21,0.87
194409,-50,0.43,-0.09,0.2,0.46,-0.17,-0.31,0.66,0.12,0.41,0.52,0.37,-0.72,-0.1,-0.51,0.96,0.36,0.77,-0.55
194410,-99.99,-0.34,0.49,-0.21,-0.58,0.27,0.51,0.02,-0.06,-0.54,-0.63,0.15,0.4,0.66,0.35,0.55,-0.52,-0.12,0.01
194411,-99.99,1.17,2.94,3.03,1.22,1.68,2.7,3.55,3.03,1.15,1.29,1.09,2.27,2.82,2.58,4.07,3.02,2.34,3.73
194412,-99.99,4.38,6.3,11.04,3.81,5.39,6.46,6.47,13.65,2.96,4.66,5.53,5.24,6.37,6.55,7.04,5.91,10.15,17.24
194501,-99.99,3.52,4.66,4.91,3.86,3.6,4.46,5.21,4.84,3.15,4.58,2.85,4.36,4.07,4.85,5.35,5.06,5.46,4.2
194502,-99.99,6.16,8.27,10.97,6.19,6.76,8.82,8.74,11.74,5.59,6.79,6.1,7.41,9.27,8.37,8.04,9.44,10.84,12.67
194503,-99.99,-4.08,-5.73,-7.16,-4.14,-4.78,-5.7,-6.09,-7.61,-3.12,-5.19,-3.96,-5.6,-5.29,-6.11,-5.93,-6.26,-7.38,-7.85
194504,-99.99,7.62,8.87,9.8,7.57,8.62,8.44,8.45,10.79,7.12,8.03,7.72,9.52,8.45,8.44,9.07,7.84,9.25,12.38
194505,-99.99,2.36,2.53,4.34,2.14,2.46,2.56,2.75,5.22,1.12,3.17,2.8,2.11,3.17,1.95,2.91,2.6,4.35,6.11
194506,-99.99,0.9,2.33,7.61,1.38,0.61,1.99,3.63,9.85,0.57,2.19,-0.03,1.26,0.68,3.29,4.08,3.18,6.29,13.51
194507,-99.99,-2.65,-3.13,-5.09,-2.38,-3.4,-3.32,-3.41,-5.37,-1.24,-3.49,-3.21,-3.59,-4.13,-2.5,-2.29,-4.53,-3.91,-6.85
194508,-99.99,7.95,7.55,4.36,7.8,8.79,7.59,6,3.39,6.88,8.72,8.26,9.32,7.65,7.52,5.7,6.3,5.4,1.35
194509,-99.99,5.38,6.55,6.78,5.18,6.43,5.59,6.94,7.23,4.49,5.86,5.8,7.06,5.61,5.58,7.98,5.89,7.79,6.66
194510,-99.99,5.28,7.01,7.2,5.74,4.96,7.39,7.67,6.98,6.39,5.1,4.35,5.57,7.79,6.98,7.68,7.65,8.49,5.45
194511,-99.99,7.91,9.35,11.74,7.56,8.61,8.78,11.6,11.63,6.98,8.13,8.63,8.59,8.31,9.26,11.26,11.95,11.6,11.66
194512,-99.99,2.46,3.03,2.04,2.6,2.49,2.95,3.09,1.67,1.89,3.31,2.18,2.81,3.76,2.13,3.42,2.75,2.17,1.17
194601,-99.99,7.55,8.56,11.63,7.11,8.67,8.44,8.57,13.13,7.35,6.87,8.43,8.91,8.16,8.72,8.47,8.66,12.85,13.4
194602,-99.99,-6.05,-6.45,-7.14,-5.62,-6.52,-6.33,-6.65,-7.57,-5.21,-6.03,-6.91,-6.12,-6.19,-6.47,-7.03,-6.28,-5.91,-9.26
194603,-99.99,6.13,6.73,4.92,5.93,7.05,6.81,6.21,4.04,6.2,5.65,6.53,7.58,6.89,6.72,5.75,6.66,4.75,3.32
194604,-99.99,4.02,6.74,5.05,3.92,5.26,7.29,5.76,4.85,4.23,3.62,4.23,6.31,6.79,7.81,6.07,5.44,6.77,2.9
194605,-99.99,5.31,5.45,6.25,4.97,6.1,5.66,4.9,6.61,4.39,5.55,5.98,6.22,7.26,4.05,4.26,5.53,4.21,9.04
194606,-99.99,-4.9,-4.69,-5.13,-4.78,-5.21,-4.42,-5.27,-4.76,-4.6,-4.96,-5.13,-5.29,-4.3,-4.55,-4.65,-5.88,-5.51,-4
194607,-19.51,-4.15,-3.6,-4.67,-4.16,-3.9,-3.74,-3.44,-5.2,-4.14,-4.17,-4.15,-3.64,-4.31,-3.16,-3.28,-3.61,-3.3,-7.11
194608,-9.52,-7.34,-7.54,-7.67,-7.33,-7.37,-7.73,-6.82,-8.33,-7.96,-6.7,-7.35,-7.39,-8.05,-7.41,-7.3,-6.35,-7.48,-9.17
194609,-21.53,-12.17,-12.98,-15.15,-12.44,-12.44,-13.38,-12.12,-16.57,-11.99,-12.88,-11.64,-13.25,-12.43,-14.34,-11.94,-12.3,-13.95,-19.19
194610,-0.61,-2.68,-1.27,0.22,-2.57,-2.39,-1.23,-0.9,0.85,-2.97,-2.17,-2.92,-1.85,-2,-0.45,-0.76,-1.04,-0.08,1.78
194611,-3.68,-0.87,-0.3,0.63,-1.34,0.16,-0.39,-0.33,0.94,-1.42,-1.26,0.07,0.24,-0.72,-0.04,-0.67,0.01,1.66,0.22
194612,-2.55,5.16,5.44,3.66,5.07,6.23,4.86,4.62,3.33,4.17,5.98,5.34,7.12,4.85,4.86,4.92,4.31,5.08,1.57
194701,5.23,2.81,2.42,4.08,2.28,2.63,2.97,2.78,4.51,0.89,3.66,3.87,1.39,2.24,3.72,2.36,3.21,3.53,5.5
194702,4.35,-1.09,-0.66,0.3,-1.15,-0.73,-0.63,-0.36,0.36,-0.67,-1.63,-0.98,-0.47,-0.53,-0.74,-0.91,0.18,0.19,0.52
194703,-4.76,-2.77,-3.2,-2.87,-2.64,-3.16,-3.66,-2.35,-3.05,-3.62,-1.65,-3.03,-3.29,-3.86,-3.46,-2.19,-2.52,-1.68,-4.42
194704,-19.38,-8.25,-7.81,-8.6,-8.41,-7.64,-7.97,-8.07,-8.8,-8.46,-8.36,-7.91,-7.36,-8,-7.94,-7.94,-8.2,-7.03,-10.57
194705,-6.98,-4.16,-3.43,-4.05,-4.2,-3.6,-3.99,-3.51,-3.89,-4.37,-4.03,-4.09,-3.11,-3.52,-4.46,-2.64,-4.37,-3.37,-4.41
194706,6.67,5.74,5.76,6.21,5.34,5.85,6.17,5.43,6.66,4.97,5.72,6.53,5.17,6.49,5.85,5.53,5.32,5.95,7.38
194707,33.33,4.81,6.12,7.71,5.13,5.01,6.88,5.83,8.19,4.27,5.97,4.17,5.84,7.39,6.36,4.92,6.76,7.59,8.79
194708,0,-1.61,-1.91,-1.47,-1.52,-1.52,-2.07,-1.5,-1.82,-1.97,-1.07,-1.79,-1.25,-1.77,-2.37,-2.24,-0.76,-1.17,-2.48
194709,-2.78,-0.15,0.46,1.64,-0.04,0.11,0.62,0.75,1.71,0.4,-0.48,-0.37,0.58,-0.35,1.6,0.03,1.48,1.46,1.96
194710,-5.71,3.37,3.98,3.07,3.2,3.75,4.27,3.95,2.45,2.88,3.52,3.7,3.79,3.95,4.6,3.6,4.31,3.76,1.12
194711,-6.06,-3.62,-2.66,-2.56,-3.54,-3.08,-2.73,-2.74,-2.49,-3.55,-3.53,-3.78,-2.4,-2.68,-2.79,-2.78,-2.7,-2.33,-2.66
194712,22.58,1.92,1.26,4.08,1.79,2.71,0.83,1.55,4.63,1.48,2.09,2.18,3.23,1.43,0.22,0.12,2.99,1.6,7.69
194801,5.26,-2.58,-2.36,-0.23,-2.57,-2.76,-2.66,-1.59,0.63,-2.08,-3.05,-2.62,-2.91,-3.41,-1.88,-1.22,-1.97,-0.88,2.16
194802,-5,-5.85,-5.92,-6.12,-5.63,-6.13,-5.57,-6.18,-6.26,-5.31,-5.95,-6.28,-5.98,-5.62,-5.52,-6.54,-5.82,-6.17,-6.35
194803,5.26,8.04,9.13,11.65,8.09,8,9.63,10.26,11.82,7.98,8.19,7.94,8.07,9.45,9.82,9.2,11.32,12.83,10.8
194804,13.75,2.67,3.47,5.5,2.86,3.05,3.08,4.1,6.1,1.54,4.16,2.28,3.81,3.58,2.58,3.9,4.31,4.53,7.69
194805,7.69,8.64,9.03,8.52,8.15,9.3,9.76,7.98,8.63,8.2,8.1,9.64,8.97,9.64,9.89,7.67,8.29,8.23,9.03
194806,24.49,-2.01,-2,-0.05,-2.28,-1.2,-2.37,-2.11,0.85,-1.87,-2.69,-1.47,-0.92,-1.41,-3.36,-2.35,-1.87,-1,2.72
194807,-10.71,-5.35,-5.45,-4.9,-5.6,-4.81,-5.5,-5.49,-4.89,-5.58,-5.62,-4.87,-4.75,-5.09,-5.91,-6.06,-4.93,-4.98,-4.79
194808,-4.03,-0.49,-0.04,-0.12,-0.64,-0.1,0.5,-0.53,-0.23,-0.65,-0.63,-0.2,-0.01,0.65,0.34,-1.15,0.09,-0.59,0.12
194809,-1.05,-3.47,-4.07,-5.18,-3.44,-3.79,-3.69,-4.73,-5.44,-3.79,-3.1,-3.52,-4.07,-3.56,-3.82,-4.81,-4.65,-4.74,-6.14
194810,15.47,4.95,5.26,5.64,4.53,5.33,5.5,5.3,5.75,4.27,4.79,5.79,4.86,5.67,5.33,5.19,5.41,5.02,6.47
194811,-17.16,-9.26,-10.42,-12.34,-9.57,-9.4,-9.66,-11.5,-13.11,-9.02,-10.13,-8.63,-10.19,-8.56,-10.75,-12.21,-10.8,-11.47,-14.74
194812,-2.87,3.14,0.47,0.47,3.51,1.77,0.27,0.1,0.71,3.74,3.28,2.4,1.13,0.07,0.47,0.21,0,0.18,1.24
194901,9.51,1.15,1.88,2.69,1.3,1.01,2.19,1.93,3.08,1.31,1.3,0.84,1.18,1.32,3.06,1.95,1.91,2.58,3.58
194902,3.54,-3.57,-3.9,-4.82,-3.68,-3.82,-3.2,-4.49,-5.19,-3.14,-4.23,-3.34,-4.31,-3.13,-3.27,-4.91,-4.07,-3.65,-6.72
194903,15.92,5.53,5.3,7.19,5.82,5.14,4.91,6.2,7.61,6.32,5.31,4.96,5.33,4.28,5.54,6.05,6.35,6.6,8.61
194904,-7.65,-2.41,-3.09,-3.75,-2.35,-2.54,-3.16,-3.52,-3.85,-2.61,-2.1,-2.53,-2.56,-3.97,-2.36,-3.48,-3.56,-3.92,-3.78
194905,-2.75,-3.3,-4,-5.77,-3.43,-3.47,-3.19,-5.07,-6.46,-2.83,-4.03,-3.04,-3.9,-2.49,-3.89,-5.74,-4.4,-5.1,-7.81
194906,8.76,-0.18,-0.56,-1.62,0.13,-1.31,-0.71,0.05,-1.98,0.11,0.15,-0.81,-1.82,-0.22,-1.2,1,-0.9,-1.68,-2.28
194907,20,6.05,6.67,5.96,6.38,6.37,6.34,6.55,5.71,6.58,6.18,5.4,7.36,5.95,6.73,6.65,6.45,5.19,6.23
194908,8.33,2.57,2.64,2.14,2.53,2.84,2.98,2.09,1.9,2.05,3.01,2.64,3.04,3.8,2.17,1.54,2.63,2.1,1.7
194909,3.85,4.04,4.05,4.88,4.04,3.95,3.99,4.46,5.04,3.86,4.23,4.04,3.86,3.93,4.05,4.37,4.56,3.47,6.61
194910,14.81,3.72,3.81,4.35,3.71,3.41,3.32,4.76,4.53,4.35,3.06,3.76,3.05,3.58,3.06,5.56,3.98,4.89,4.18
194911,-16.13,1.24,0.98,0.32,0.96,1.96,0.76,0.34,0.28,0.44,1.48,1.79,2.14,1.49,0.04,0.27,0.4,0.17,0.39
194912,7.69,6.28,6.43,8.9,5.65,6.56,6.47,7.28,9.67,5.27,6.03,7.51,5.59,6.48,6.46,7.19,7.37,7.41,11.93
195001,14.29,2.93,3.73,5.15,2.62,3.49,4.19,3.16,6.13,3.13,2.1,3.56,3.42,4.36,4.02,3.14,3.18,5.73,6.53
195002,9.38,1.46,2.31,0.94,1.61,1.76,2,2.15,0.69,2.29,0.94,1.15,2.38,1.87,2.12,2.86,1.43,0.8,0.57
195003,-8.57,1.03,-0.6,-1.07,0.59,0.6,0,-1.49,-0.95,0.42,0.76,1.9,-0.71,-0.19,0.2,-1.67,-1.32,-2.37,0.48
195004,-4.69,3.6,4.53,7.04,3.85,3.07,5.09,5,8.01,4.37,3.34,3.09,3.04,4.19,5.99,4.89,5.11,7.35,8.66
195005,14.75,3.1,3.22,3.69,3.22,3.03,3.29,3.84,3.24,3,3.45,2.85,3.22,3.29,3.29,3.09,4.59,3.34,3.15
195006,8.57,-7.13,-7.27,-8.41,-6.9,-7.5,-6.92,-7.41,-9.11,-7.01,-6.8,-7.59,-7.4,-7.19,-6.65,-7.82,-7,-8.49,-9.74
195007,-13.16,-1.45,4.23,12.82,-2.14,-0.3,4.82,8.18,14.95,-3.63,-0.64,-0.06,-0.55,3.86,5.78,7.81,8.54,11,18.85
195008,-1.52,4.94,5.34,4.57,5.22,5.04,5.46,4.71,4.52,5.32,5.11,4.38,5.7,5.75,5.17,4.74,4.68,5.59,3.46
195009,-10.77,6,5.43,5.25,5.52,6.59,5.3,5.12,5.21,5.92,5.11,6.96,6.22,4.87,5.72,4.93,5.31,4.89,5.53
195010,8.62,-0.95,-0.61,0.25,-0.46,-0.97,-0.88,-0.61,0.65,-1.11,0.19,-1.91,-0.02,-0.57,-1.2,-0.65,-0.56,0.24,1.07
195011,-6.35,2.23,2.52,5.46,2.53,1.73,2.53,3.24,6.53,2.89,2.16,1.63,1.84,2.78,2.27,3.17,3.31,5.32,7.73
195012,55.93,4.3,8.21,12.8,4.3,4.91,8.42,10.2,14.23,4.44,4.16,4.3,5.53,7.21,9.64,10.47,9.94,11.93,16.49
195101,-6.52,6.26,7.1,9.75,5.71,7.67,6.88,7.88,10.09,6.18,5.23,7.37,7.97,6.8,6.96,6.68,9.07,8.63,11.52
195102,2.33,1.86,1.55,-0.05,2.14,1.31,2.05,0.54,-0.23,1.86,2.41,1.31,1.3,2.88,1.22,0.76,0.31,-0.25,-0.21
195103,-9.09,-1.33,-3.6,-5.49,-1.17,-1.63,-3.84,-5.1,-5.7,-1.23,-1.11,-1.64,-1.62,-3.51,-4.16,-5.13,-5.07,-4.99,-6.4
195104,-10,3.06,4.06,5.59,3.29,3.26,4.15,4.92,5.45,3.34,3.24,2.58,3.94,4.19,4.11,3.97,5.85,5.33,5.57
195105,-2.78,-1.92,-2.22,-3.32,-1.97,-1.82,-1.9,-2.99,-3.62,-2.23,-1.7,-1.82,-1.82,-2.09,-1.72,-3.27,-2.72,-3.52,-3.72
195106,-8.57,-2.42,-4.41,-6.92,-2.04,-3.45,-4.55,-5.41,-7.39,-2.31,-1.76,-3.19,-3.71,-3.31,-5.79,-4.84,-5.97,-6.42,-8.35
195107,-6.25,6.56,5.66,6.85,7.04,5.57,5.19,6.77,6.84,7.76,6.34,5.57,5.56,4.68,5.71,6.68,6.87,5.48,8.21
195108,0,4.59,4.83,4.77,3.92,5.28,4.7,5.3,4.5,3.24,4.59,5.95,4.61,4.77,4.63,5.28,5.32,4.99,4
195109,11.67,1.45,2.34,2.8,1.15,2.31,2.32,2.28,2.99,0.89,1.42,2.04,2.57,2.38,2.26,2.14,2.42,2.82,3.16
195110,-7.46,-2.54,-2.02,-2.99,-2.82,-2,-2.06,-2.3,-3.15,-2.8,-2.85,-1.96,-2.04,-2.22,-1.89,-1.92,-2.68,-2.87,-3.42
195111,3.23,0.94,0.85,0.47,0.81,1.49,0.54,0.68,0.28,0.37,1.24,1.2,1.78,0.47,0.61,0.53,0.84,-0.15,0.73
195112,-12.5,2.41,1.67,0.5,2.8,1.65,1.95,0.85,0.47,3.61,1.99,1.63,1.67,1.38,2.51,1.13,0.56,0.7,0.25
195201,-7.14,1.87,1.75,1.69,1.77,2.01,1.45,1.72,1.87,1.5,2.05,2.06,1.97,1.15,1.75,2.11,1.33,2.01,1.74
195202,11.54,-1.79,-2.13,-2.11,-1.74,-1.57,-2.65,-2.34,-1.83,-3.1,-0.41,-1.89,-1.25,-2.59,-2.71,-1.98,-2.69,-2.52,-1.12
195203,-17.24,2.41,2.82,3.73,2.67,2.43,2.56,3.13,4.06,3.05,2.29,1.88,2.99,1.99,3.13,3.19,3.07,2.52,5.6
195204,-8.33,-4.7,-4.51,-4.17,-4.72,-4.63,-4.23,-4.8,-3.93,-5.23,-4.22,-4.65,-4.62,-3.93,-4.52,-4.95,-4.65,-4.89,-2.98
195205,-9.09,2.48,2.29,2.5,2.4,2.18,2.64,2.09,2.74,2.66,2.14,2.63,1.73,2.74,2.54,2.16,2.02,2.58,2.9
195206,15,2.51,2.9,3.82,2.45,3.36,2.68,3.08,3.74,2.33,2.56,2.65,4.07,2.47,2.89,2.18,3.98,2.92,4.55
